seniorcitizen,tenure,monthlycharges,avg_monthly_spend,partner_Yes,dependents_Yes,multiplelines_No phone service,multiplelines_Yes,internetservice_Fiber optic,internetservice_No,onlinesecurity_No internet service,onlinesecurity_Yes,onlinebackup_No internet service,onlinebackup_Yes,deviceprotection_No internet service,deviceprotection_Yes,techsupport_No internet service,techsupport_Yes,streamingtv_No internet service,streamingtv_Yes,streamingmovies_No internet service,streamingmovies_Yes,contract_One year,contract_Two year,paperlessbilling_Yes,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check
1,-1.2774445836787656,0.35191235411625243,0.35070941847645254,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.5142514200025698,0.3020584441112687,0.33617072959859806,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0,-0.8702409464784621,-0.023653767921291324,0.06492129026987806,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,-1.1960038562387048,-1.5009913010689746,-1.5352713868432282,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,0.6364125111626608,0.20567421810163386,0.3592670011703799,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False
0,-0.6666391278783103,-0.017006579920626735,-0.02527211794705509,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0,-0.5444780367182193,-1.481049737066981,-1.478986029701847,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-0.5851984004382496,0.11926077409299518,0.2467301878943274,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
0,-0.62591876415828,0.7308020701541287,0.602662839878679,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,-0.8702409464784621,-0.9991286070188055,-0.9902964138774764,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,1.1657772395230555,1.4287568102239003,1.3963817626091681,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,-0.62591876415828,-1.4843733310673135,-1.6007117250909064,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1,1.6137012404433893,1.39884446422091,1.3869130605873485,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False
0,0.5549717837226001,-1.5009913010689746,-1.5323668496595952,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,-0.9516816739185228,-0.683387176987242,-0.6607416457348047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-1.1552834925186746,-1.1387195550327598,-1.1648108715125767,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0.880734693482843,1.6580847962468257,1.5657021269776756,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
0,0.025607055362205634,-0.17820088893674074,-0.1850805830348204,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,0.9214550572028734,-0.3161300399505289,-0.26624963131997537,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
0,-1.2774445836787656,-0.3094828519498643,-0.30850050001057855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.3408762181180675,-1.33148800705203,-1.356183265143705,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,1.5729808767233588,1.4902432992300467,1.5191285556178447,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,0.22920887396235737,-1.4860351280674797,-1.4989488796533847,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-0.5444780367182193,-1.491020519067978,-1.5217012981571028,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1.5322605130033284,0.6659919871476498,0.6550202139416973,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
1,1.125056875803025,1.3157546142126038,1.35467949910689,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
1,1.4508197855632678,-0.13665596393258767,-0.20848882674322158,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
0,1.3286586944031769,-0.17155370093607614,-0.23941978532104086,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True
0,0.10704778280226633,0.677624566148813,0.7229997579407367,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False
0,1.247217966963116,0.5579751821368518,0.49898827068459095,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0.18848851024232702,-1.5009913010689746,-1.4937443552177723,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-1.1552834925186746,0.8404806721650927,0.9030875788167166,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.5444780367182193,0.827186296163764,0.9250118441565058,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,-1.2774445836787656,0.179085466098976,0.1784535603793392,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.5322605130033284,-1.4943441130683104,-1.4928778320230824,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,-0.4223169455581282,0.8388188751649267,0.8567862882879905,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,-0.8295205827584317,-1.4827115340671475,-1.4256791181500328,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,-0.055833672077855064,-0.18983346793790365,-0.13341289238519352,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0,1.4915401492832983,-0.32610082195152557,-0.3342092547516613,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False
1,1.125056875803025,1.1877962451998125,1.183279399279169,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
1,0.8400143297628127,-0.3427187919531868,-0.36118979187410055,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-1.2774445836787656,0.22561578210362715,0.2248301375593311,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1.5729808767233588,0.8421424691652587,0.7991018681628856,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,-1.0331224013585834,-1.505976692069473,-1.4982016737911938,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,1.4915401492832983,1.5218174422332031,1.5081794883739903,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
0,-0.6666391278783103,0.531386430134194,0.5902527211427514,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.2774445836787656,-1.4893587220678117,-1.484477992788951,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,-0.9516816739185228,-1.4843733310673135,-1.4450947089932435,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-0.46303730927815856,1.5434208032353631,1.5097294893267668,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,1.1657772395230555,1.3855500882195813,1.2759601468051485,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0.22920887396235737,1.3373579752147637,1.3646304131766196,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,-1.2774445836787656,-1.517609271070636,-1.5126352003625179,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0.880734693482843,-1.1420431490330922,-1.1507322677257934,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-1.1552834925186746,-0.4773243489666429,-0.43437978092770024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-1.0738427650786138,-0.32942441595185784,-0.18482962753059942,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,-0.5444780367182193,0.37019212111808014,0.25298734513289756,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
0,-0.62591876415828,0.03284733008435696,0.019935301825038415,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1.4915401492832983,-1.481049737066981,-1.4671467874452895,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,-1.2774445836787656,0.5629605731373504,0.5610603221142744,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-1.2774445836787656,-1.1387195550327598,-1.1349973576111532,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.3408762181180675,-1.4744025490663168,-1.4789569716960949,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,0.7992939660427822,1.3190782082129364,1.3464361899213253,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,-0.8702409464784621,-0.12834697893175703,-0.07194984173211205,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,-0.30015585439803716,-1.4843733310673135,-1.501306065079977,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
1,-0.2594354906780068,1.3622849302172555,1.3077359555300545,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0,-0.62591876415828,0.32532360211359457,0.22375840993542373,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0,-0.8702409464784621,-0.6684310039857471,-0.7231793751849241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1.4508197855632678,-1.4710789550659844,-1.4512057215558265,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,1.0843365120829946,1.5484061942358611,1.5152331319028662,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,0.7178532386027215,-1.3148700370503688,-1.2798910351720716,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,-1.2367242199587352,0.2605135191071156,0.4103364462793,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.5956921474426305,0.682609957149311,0.7060752272021678,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1,0.025607055362205634,-0.33773340095268845,-0.33475044575206775,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,0.5549717837226001,-1.4893587220678117,-1.5243013579761184,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,1.3286586944031769,1.5301264272340338,1.5474034811709425,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,0.6364125111626608,-1.1719554950360824,-1.163258084330211,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
0,-1.2367242199587352,-0.6235624849812617,-0.7457653705647904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,-1.2774445836787656,0.32698539911376057,0.32586482355859964,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0.3106496014024181,0.8903345821700764,0.8969592454036462,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.2594354906780068,0.5297246331340278,0.6487171493116219,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.6666391278783103,-1.4744025490663168,-1.479923150387345,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,0.6771328748826912,1.392197276220246,1.3527409446598986,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
1,-0.30015585439803716,0.1508349170961516,0.2570949848259829,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.13727439951791576,-1.4943441130683104,-1.4917314722247381,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,1.5729808767233588,1.3606231332170895,1.3409006634371907,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False
1,1.5322605130033284,0.8670694241677506,0.9165036600723573,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1,0.758573602322752,0.9601300561770538,0.9978380437485279,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False
1,0.9214550572028734,-0.1582593249347472,-0.14807970349251495,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1,-1.1145631287986442,0.8321716871642622,1.1844940239195978,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1,1.5322605130033284,1.433742201224399,1.3924551141415116,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,-1.2774445836787656,-0.4972659129686364,-0.4956631150584042,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,0.3106496014024181,-0.09012564792793624,-0.06539613873938735,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False
0,0.26992923768238775,-0.2047896409393986,-0.2558809220563567,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False
0,0.35136996512244845,-1.4727407520661506,-1.518694857659555,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,-0.2594354906780068,-0.6302096729819263,-0.6839724037178229,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0.35136996512244845,1.6231870592433366,1.5671654219990343,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0.9214550572028734,0.3818247001192428,0.35691303854078965,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,0.26992923768238775,-0.45572098796448335,-0.3905088979360044,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,-0.46303730927815856,0.5845639341395097,0.7774054772243395,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.6364125111626608,-0.9991286070188055,-1.0380344246678659,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,1.5729808767233588,-0.16823010693574386,-0.22185934928296777,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False
1,-0.748079855318371,-1.4993295040688086,-1.6043235863688798,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-1.1552834925186746,-1.4827115340671475,-1.445554794084315,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,1.3286586944031769,-1.288281285047711,-1.301978517094938,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0.3920903288424788,0.30372024111143525,0.3474362416856884,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False
0,-1.2367242199587352,-1.46443176706532,-1.4853061459528798,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,-0.13727439951791576,1.1894580421999785,1.1429949833050874,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,-1.0738427650786138,-0.640180454982923,-0.5707490019212487,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-1.2774445836787656,0.21065960910213194,0.20992338060861923,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1.369379058123207,-1.1736172920362484,-1.1499794012131312,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,-0.1779947632379461,-1.502653098069141,-1.5019875168262953,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
0,1.3286586944031769,-0.6484894399837535,-0.6501073097221034,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
0,1.5729808767233588,0.8521132511662559,0.9657356160485419,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0.758573602322752,0.6194616711429987,0.5498558969552425,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.5851984004382496,-1.4843733310673135,-1.4634981126360977,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-0.6666391278783103,-0.8595376590048512,-0.7697818123187149,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.06632741908223598,1.7079387062518092,1.7001119267598384,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,-0.62591876415828,0.5081212721318681,0.4767835589615575,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.055833672077855064,-0.15992112193491323,-0.16974477312527944,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False
0,-1.0738427650786138,-1.505976692069473,-1.5187083235646595,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0.8400143297628127,0.9235705221733989,0.8419136234057767,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,1.125056875803025,-0.00038860991896550476,0.08487225285542638,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
0,-0.38159658183809786,-0.5454580259734538,-0.608363958671273,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
0,1.4100994218432374,-0.4607063789649817,-0.5228314830332501,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
0,-0.30015585439803716,-1.462769970065154,-1.4836167134984657,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,0.3920903288424788,-1.479387940066815,-1.4710697987063006,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,0.9214550572028734,1.1312951471941644,1.2381884636026663,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,-0.6666391278783103,0.684271754149477,0.7017428408366168,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0,1.2064976032430856,0.9717626351782166,0.9306837794082672,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False
0,1.0436161483629645,0.9518210711762233,0.9591449809129757,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,1.4915401492832983,-1.5076384890696393,-1.4990486875861848,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-1.2774445836787656,0.3801629031190768,0.37886662605001953,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.13727439951791576,-1.4926823160681442,-1.490760534032546,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,0.6771328748826912,0.5513279941361872,0.6000004219038888,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
0,-1.2774445836787656,0.6875953481498096,0.6852832967035392,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
0,0.5956921474426305,-1.4860351280674797,-1.4746811170624787,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0.26992923768238775,1.285842268209614,1.247493121528389,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0.43281069256250915,0.7091987091519689,0.590758279760266,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
0,-0.5037576729981889,-1.3397969920528607,-1.3456795225145461,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.38159658183809786,-1.4577845790646555,-1.491463284693391,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-1.0738427650786138,-1.4993295040688086,-1.588273189334648,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-1.1960038562387048,-1.479387940066815,-1.3591508139811153,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-0.30015585439803716,-1.261692533045053,-1.1733574121643182,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1,0.9621754209229036,0.9983513871808745,0.9686891401593332,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
0,0.9621754209229036,1.1279715531938321,1.2083803273191904,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,-0.1779947632379461,1.1778254631988159,1.035296316058148,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False
0,0.10704778280226633,0.5081212721318681,0.5387238482071761,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,-1.2367242199587352,0.47987072312904416,0.7175812700967478,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,-1.2774445836787656,-0.9891578250178088,-0.9859297881040355,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0.6364125111626608,1.2791950802089493,1.3312082581858853,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False
0,0.5142514200025698,0.8155537171626008,0.9406489256517813,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
0,1.5322605130033284,0.8438042661654253,0.8062173201560595,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,-0.055833672077855064,0.45494376812655235,0.4568198819320572,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,1.0843365120829946,-1.3215172250510334,-1.29725923176391,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
1,0.5956921474426305,0.6709773781481484,0.6866224379898914,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1,0.9621754209229036,0.2605135191071156,0.2707039074612238,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
0,0.22920887396235737,0.19404163910047073,0.21550251771297943,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
0,-0.015113308357824713,1.1329569441943304,1.0529833014877625,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.30015585439803716,-1.481049737066981,-1.472353830469039,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,-0.30015585439803716,0.3170146171127639,0.4414750052430089,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.5729808767233588,1.5467443972356951,1.580598515813659,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,-0.9109613101984924,-0.9642308700153169,-0.8540878044066291,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1,1.3286586944031769,1.2758714862086173,1.3163105259811902,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False
0,-0.1779947632379461,-0.1732154979362424,-0.19746882224674536,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,-0.1779947632379461,0.5264010391336954,0.5106021329120635,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.5444780367182193,-1.33148800705203,-1.3331438988331872,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0,1.0436161483629645,0.36686852711774764,0.3766677366147612,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
0,0.3920903288424788,-0.15327393393424887,-0.2353864063951828,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1,0.3106496014024181,0.9900424021800438,0.8695059680194183,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
0,-1.2774445836787656,-1.5126238800701375,-1.5076662813789472,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0.3106496014024181,1.3207400052131024,1.1977858822006489,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,1.1657772395230555,-1.3065610520495383,-1.3098055566069315,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,1.369379058123207,1.5317882242341998,1.6148475798875703,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,-1.2774445836787656,0.17077648109814536,0.1701720287400549,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.7073594915983407,1.1612074931971548,1.314679701289147,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
